Name,Url,English Version,German Version,French Version,Italian Version,Spanish Version,Swedish Version,Portuguese Version,Hindi Version,Other Lang count
ملا واحدی,https://ur.wikipedia.org/wiki/ملا_واحدی,No,No,No,No,No,No,No,No,0
اروند کیجریوال,https://ur.wikipedia.org/wiki/اروند_کیجریوال,Yes,Yes,Yes,No,No,No,No,Yes,26
غیاث الدین مسعود جمشید کاشانی,https://ur.wikipedia.org/wiki/غیاث_الدین_مسعود_جمشید_کاشانی,Yes,Yes,Yes,Yes,Yes,No,Yes,No,29
میر غلام احمد کشفی,https://ur.wikipedia.org/wiki/میر_غلام_احمد_کشفی,No,No,No,No,No,No,No,No,0
المستنجد باللہ,https://ur.wikipedia.org/wiki/المستنجد_باللہ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22
ہیمو اندھیکری,https://ur.wikipedia.org/wiki/ہیمو_اندھیکری,Yes,No,No,No,No,No,No,No,5
پیٹی ڈیوک,https://ur.wikipedia.org/wiki/پیٹی_ڈیوک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,40
خطیب زادہ,https://ur.wikipedia.org/wiki/خطیب_زادہ,No,No,No,No,No,No,No,No,1
محمد نادر شاہ,https://ur.wikipedia.org/wiki/محمد_نادر_شاہ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,33
رابرٹ ڈی سلوا,https://ur.wikipedia.org/wiki/رابرٹ_ڈی_سلوا,Yes,No,No,No,No,No,No,No,1
احمد شاہ مسعود,https://ur.wikipedia.org/wiki/احمد_شاہ_مسعود,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56
مائیکل جیکسن,https://ur.wikipedia.org/wiki/مائیکل_جیکسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,234
صفوان بن امیہ,https://ur.wikipedia.org/wiki/صفوان_بن_امیہ,Yes,No,No,Yes,No,No,No,No,4
طاہرہ واسطی,https://ur.wikipedia.org/wiki/طاہرہ_واسطی,Yes,No,No,No,No,No,No,No,1
ام کلثوم بنت محمد,https://ur.wikipedia.org/wiki/ام_کلثوم_بنت_محمد,Yes,No,Yes,Yes,Yes,No,Yes,No,20
مضطر خیرآبادی,https://ur.wikipedia.org/wiki/مضطر_خیرآبادی,Yes,No,No,No,No,No,No,No,3
اڈولف ایش مان,https://ur.wikipedia.org/wiki/اڈولف_ایش_مان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65
ایڈوارڈ لاورک ٹاوٹم,https://ur.wikipedia.org/wiki/ایڈوارڈ_لاورک_ٹاوٹم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,44
بال گنگا دھر تلک,https://ur.wikipedia.org/wiki/بال_گنگا_دھر_تلک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38
ظفر علی خان,https://ur.wikipedia.org/wiki/ظفر_علی_خان,Yes,No,No,No,No,No,No,No,2
ایوان چہارم,https://ur.wikipedia.org/wiki/ایوان_چہارم,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91
چارلس لانگ فری ار,https://ur.wikipedia.org/wiki/چارلس_لانگ_فری_ار,Yes,No,No,No,No,No,No,No,1
سید صدیق احمد باندوی,https://ur.wikipedia.org/wiki/سید_صدیق_احمد_باندوی,No,No,No,No,No,No,No,No,0
شعیب ارناؤوط,https://ur.wikipedia.org/wiki/شعیب_ارناؤوط,No,No,No,No,No,No,No,No,2
برناڈیٹ سوبیروس,https://ur.wikipedia.org/wiki/برناڈیٹ_سوبیروس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,49
صاحب جمال بیگم,https://ur.wikipedia.org/wiki/صاحب_جمال_بیگم,Yes,No,No,No,No,No,No,No,1
محسن بھوپالی,https://ur.wikipedia.org/wiki/محسن_بھوپالی,Yes,No,No,No,No,No,No,No,1
گنتھر گراس,https://ur.wikipedia.org/wiki/گنتھر_گراس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,99
بلی ڈو,https://ur.wikipedia.org/wiki/بلی_ڈو,Yes,Yes,Yes,Yes,Yes,No,No,No,12
صادق حسین قریشی,https://ur.wikipedia.org/wiki/صادق_حسین_قریشی,Yes,No,No,No,No,No,No,Yes,3
عبدالرشید,https://ur.wikipedia.org/wiki/عبدالرشید,Yes,Yes,Yes,No,No,Yes,No,Yes,10
انور سادات,https://ur.wikipedia.org/wiki/انور_سادات,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,95
خزیمہ بن ثابت,https://ur.wikipedia.org/wiki/خزیمہ_بن_ثابت,Yes,No,No,No,No,No,No,No,5
فریڈرک مسترال,https://ur.wikipedia.org/wiki/فریڈرک_مسترال,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,85
سڈنی پولک,https://ur.wikipedia.org/wiki/سڈنی_پولک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
البیغ دوم، شہزادہ موناکو,https://ur.wikipedia.org/wiki/البیغ_دوم،_شہزادہ_موناکو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,68
غزالہ علیزادہ,https://ur.wikipedia.org/wiki/غزالہ_علیزادہ,Yes,Yes,Yes,No,No,No,No,No,7
اشفاق اللہ خان,https://ur.wikipedia.org/wiki/اشفاق_اللہ_خان,Yes,No,Yes,No,No,No,No,Yes,10
حکیم احمد شجاع,https://ur.wikipedia.org/wiki/حکیم_احمد_شجاع,Yes,No,No,No,No,No,No,No,2
قاری زبید رسول,https://ur.wikipedia.org/wiki/قاری_زبید_رسول,No,No,No,No,No,No,No,No,0
روز میری کلونی,https://ur.wikipedia.org/wiki/روز_میری_کلونی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
مصطفیٰ زیدی,https://ur.wikipedia.org/wiki/مصطفیٰ_زیدی,No,No,No,No,No,No,No,No,0
بی ایس عبد الرحمٰن,https://ur.wikipedia.org/wiki/بی_ایس_عبد_الرحمٰن,Yes,No,No,No,No,No,No,No,3
سبو لکشمی,https://ur.wikipedia.org/wiki/سبو_لکشمی,Yes,Yes,Yes,No,Yes,No,No,Yes,26
روتھ گورڈن,https://ur.wikipedia.org/wiki/روتھ_گورڈن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,33
عرش ملسیانی,https://ur.wikipedia.org/wiki/عرش_ملسیانی,Yes,No,No,No,No,No,No,Yes,3
لارڈ پیتھک لارنس,https://ur.wikipedia.org/wiki/لارڈ_پیتھک_لارنس,Yes,Yes,Yes,Yes,No,No,No,No,8
ایڈورڈ سعید,https://ur.wikipedia.org/wiki/ایڈورڈ_سعید,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,57
ابو محمد حریری,https://ur.wikipedia.org/wiki/ابو_محمد_حریری,Yes,Yes,Yes,Yes,No,Yes,No,No,16
قائدو,https://ur.wikipedia.org/wiki/قائدو,Yes,Yes,Yes,Yes,No,No,No,No,18
ارباب عامر ایوب,https://ur.wikipedia.org/wiki/ارباب_عامر_ایوب,Yes,No,No,No,No,No,No,No,1
آفتاب بلوچ,https://ur.wikipedia.org/wiki/آفتاب_بلوچ,Yes,No,No,No,No,No,No,No,2
جان پوپل,https://ur.wikipedia.org/wiki/جان_پوپل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,44
رشید الدین فضل اللہ ہمدانی,https://ur.wikipedia.org/wiki/رشید_الدین_فضل_اللہ_ہمدانی,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39
اوریانا فلاچی,https://ur.wikipedia.org/wiki/اوریانا_فلاچی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,54
ہنری ہشتم شاہ انگلستان,https://ur.wikipedia.org/wiki/ہنری_ہشتم_شاہ_انگلستان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,94
جان کوئنسی ایڈمز,https://ur.wikipedia.org/wiki/جان_کوئنسی_ایڈمز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115
اقبال عظیم,https://ur.wikipedia.org/wiki/اقبال_عظیم,Yes,No,No,No,No,No,No,No,1
اسود عنسی,https://ur.wikipedia.org/wiki/اسود_عنسی,Yes,No,No,No,No,No,No,No,6
لیلیٰ بنت لکیز,https://ur.wikipedia.org/wiki/لیلیٰ_بنت_لکیز,Yes,No,No,No,Yes,No,No,No,4
ہنری بیکرویل,https://ur.wikipedia.org/wiki/ہنری_بیکرویل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,92
شاہد کبیر,https://ur.wikipedia.org/wiki/شاہد_کبیر,Yes,No,No,No,No,No,No,No,1
عبد الرحمن کاشغری ندوی,https://ur.wikipedia.org/wiki/عبد_الرحمن_کاشغری_ندوی,No,No,No,No,No,No,No,No,1
ظاہر الدولہ,https://ur.wikipedia.org/wiki/ظاہر_الدولہ,Yes,No,No,No,No,No,No,No,1
ساون (اداکار),https://ur.wikipedia.org/wiki/ساون_(اداکار),No,No,No,No,No,No,No,No,0
الیاس بلور,https://ur.wikipedia.org/wiki/الیاس_بلور,Yes,No,No,No,No,No,No,No,1
اسماعیل میرٹھی,https://ur.wikipedia.org/wiki/اسماعیل_میرٹھی,No,No,No,No,No,No,No,No,0
ایلن کوربی,https://ur.wikipedia.org/wiki/ایلن_کوربی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,24
علی بن ابی طالب,https://ur.wikipedia.org/wiki/علی_بن_ابی_طالب,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,102
میریلین چیمبرز,https://ur.wikipedia.org/wiki/میریلین_چیمبرز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
ازابیل آئس,https://ur.wikipedia.org/wiki/ازابیل_آئس,Yes,No,Yes,No,Yes,No,Yes,No,10
فیض تبسم تونسوی,https://ur.wikipedia.org/wiki/فیض_تبسم_تونسوی,No,No,No,No,No,No,No,No,0
سلیمان دیمیرل,https://ur.wikipedia.org/wiki/سلیمان_دیمیرل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,62
باجی راؤ دوم,https://ur.wikipedia.org/wiki/باجی_راؤ_دوم,Yes,No,Yes,No,Yes,No,No,Yes,11
داتا گنج بخش,https://ur.wikipedia.org/wiki/داتا_گنج_بخش,Yes,Yes,Yes,Yes,No,Yes,No,Yes,14
پرسی ولیم برج مین,https://ur.wikipedia.org/wiki/پرسی_ولیم_برج_مین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62
پیر علی مردان اویسی,https://ur.wikipedia.org/wiki/پیر_علی_مردان_اویسی,No,No,No,No,No,No,No,No,0
ایمن اداس,https://ur.wikipedia.org/wiki/ایمن_اداس,Yes,No,No,No,No,No,No,No,3
صاحبزادہ اسحٰق ظفر,https://ur.wikipedia.org/wiki/صاحبزادہ_اسحٰق_ظفر,Yes,No,No,No,No,No,No,No,1
ابن جزلہ,https://ur.wikipedia.org/wiki/ابن_جزلہ,Yes,No,Yes,No,No,No,No,No,7
ملکہ خیزران,https://ur.wikipedia.org/wiki/ملکہ_خیزران,Yes,No,No,Yes,No,Yes,Yes,No,10
افتخار احمد (کرکٹ کھلاڑی، پیدائش 1990),https://ur.wikipedia.org/wiki/افتخار_احمد_(کرکٹ_کھلاڑی،_پیدائش_1990),Yes,No,No,No,No,No,No,Yes,3
سیموئیل لینگلی,https://ur.wikipedia.org/wiki/سیموئیل_لینگلی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30
ولید بن عبد الملک,https://ur.wikipedia.org/wiki/ولید_بن_عبد_الملک,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,37
وٹنی ہیوسٹن,https://ur.wikipedia.org/wiki/وٹنی_ہیوسٹن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,110
احمد ابن اعثم,https://ur.wikipedia.org/wiki/احمد_ابن_اعثم,Yes,No,No,Yes,No,No,No,No,8
بالدیو سنگھ,https://ur.wikipedia.org/wiki/بالدیو_سنگھ,Yes,No,No,No,No,No,No,Yes,6
مضطر دھریموی,https://ur.wikipedia.org/wiki/مضطر_دھریموی,No,No,No,No,No,No,No,No,0
مظہر الدین مظہر,https://ur.wikipedia.org/wiki/مظہر_الدین_مظہر,Yes,No,No,No,No,No,No,No,1
اورنگزیب عالمگیر,https://ur.wikipedia.org/wiki/اورنگزیب_عالمگیر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,67
اروشی ڈھولکیا,https://ur.wikipedia.org/wiki/اروشی_ڈھولکیا,Yes,No,No,No,No,No,No,Yes,7
این ہارڈنگ,https://ur.wikipedia.org/wiki/این_ہارڈنگ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21
برجیندر ناتھ سیل,https://ur.wikipedia.org/wiki/برجیندر_ناتھ_سیل,Yes,No,No,No,No,No,No,No,2
ولیم ورڈزورتھ,https://ur.wikipedia.org/wiki/ولیم_ورڈزورتھ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86
پال ایلن,https://ur.wikipedia.org/wiki/پال_ایلن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,69
رحیمداد خان مولائی شیدائی,https://ur.wikipedia.org/wiki/رحیمداد_خان_مولائی_شیدائی,No,No,No,No,No,No,No,No,1
ایگناز گولڈزیہر,https://ur.wikipedia.org/wiki/ایگناز_گولڈزیہر,Yes,Yes,Yes,Yes,No,Yes,No,No,20
ایم ایم شریف (خطاط),https://ur.wikipedia.org/wiki/ایم_ایم_شریف_(خطاط),No,No,No,No,No,No,No,No,0
محمد سرور,https://ur.wikipedia.org/wiki/محمد_سرور,Yes,No,No,No,No,No,No,No,2
جوہان فریڈرک ھینرٹ,https://ur.wikipedia.org/wiki/جوہان_فریڈرک_ھینرٹ,Yes,Yes,No,No,Yes,No,Yes,No,5
محمد طفیل,https://ur.wikipedia.org/wiki/محمد_طفیل,No,No,No,No,No,No,No,No,0
سنجے گاندھی,https://ur.wikipedia.org/wiki/سنجے_گاندھی,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,25
صدام حسین,https://ur.wikipedia.org/wiki/صدام_حسین,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116
اختر عبد الرحمن,https://ur.wikipedia.org/wiki/اختر_عبد_الرحمن,Yes,No,Yes,No,No,No,No,No,5
محمود حسن دیوبندی,https://ur.wikipedia.org/wiki/محمود_حسن_دیوبندی,Yes,No,No,No,No,No,No,Yes,6
عثمان بن مظعون,https://ur.wikipedia.org/wiki/عثمان_بن_مظعون,Yes,No,No,Yes,No,No,No,No,7
اظہر عباس,https://ur.wikipedia.org/wiki/اظہر_عباس,Yes,No,No,No,No,No,No,No,1
عبد الحق انصاری,https://ur.wikipedia.org/wiki/عبد_الحق_انصاری,Yes,No,No,No,Yes,No,No,No,3
سید کرار حسین واعظ,https://ur.wikipedia.org/wiki/سید_کرار_حسین_واعظ,No,No,No,No,No,No,No,No,0
حاجی شریعت اللہ,https://ur.wikipedia.org/wiki/حاجی_شریعت_اللہ,Yes,No,No,No,No,No,No,No,2
لینو لیسادلی,https://ur.wikipedia.org/wiki/لینو_لیسادلی,Yes,Yes,Yes,Yes,Yes,Yes,No,No,18
الیگزینڈر ڈف,https://ur.wikipedia.org/wiki/الیگزینڈر_ڈف,Yes,No,Yes,Yes,No,Yes,No,No,7
سعود بن محمد بن مقرن,https://ur.wikipedia.org/wiki/سعود_بن_محمد_بن_مقرن,Yes,No,Yes,Yes,No,No,No,No,8
لوئیس بروکس,https://ur.wikipedia.org/wiki/لوئیس_بروکس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32
محمد افضل خان,https://ur.wikipedia.org/wiki/محمد_افضل_خان,Yes,Yes,No,No,No,No,Yes,No,13
سلامت علی خان,https://ur.wikipedia.org/wiki/سلامت_علی_خان,No,No,No,No,No,No,No,No,0
یعقوب بن زبدی,https://ur.wikipedia.org/wiki/یعقوب_بن_زبدی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,78
لوئی التھیوز,https://ur.wikipedia.org/wiki/لوئی_التھیوز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,47
ابن طفیل,https://ur.wikipedia.org/wiki/ابن_طفیل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,36
سید حامد میاں,https://ur.wikipedia.org/wiki/سید_حامد_میاں,No,No,No,No,No,No,No,No,0
ویرا ایکزاندروونا تیسکونکو کلایر,https://ur.wikipedia.org/wiki/ویرا_ایکزاندروونا_تیسکونکو_کلایر,Yes,No,No,No,No,No,No,No,1
سالم علی,https://ur.wikipedia.org/wiki/سالم_علی,No,No,No,No,No,No,No,No,0
جان گلکرسٹ,https://ur.wikipedia.org/wiki/جان_گلکرسٹ,Yes,No,No,No,No,No,No,Yes,7
حیدر بخش جتوئی,https://ur.wikipedia.org/wiki/حیدر_بخش_جتوئی,Yes,No,No,No,No,No,No,Yes,4
ستی شاہ خاتون,https://ur.wikipedia.org/wiki/ستی_شاہ_خاتون,Yes,No,No,No,No,No,No,No,12
اسکن ڈائمنڈ,https://ur.wikipedia.org/wiki/اسکن_ڈائمنڈ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,29
امیر عبداللہ خان روکڑی,https://ur.wikipedia.org/wiki/امیر_عبداللہ_خان_روکڑی,Yes,No,No,No,No,No,No,No,1
خواجہ محمد الدین سیالوی,https://ur.wikipedia.org/wiki/خواجہ_محمد_الدین_سیالوی,No,No,No,No,No,No,No,No,0
رچرڈ وون وائسزاکر,https://ur.wikipedia.org/wiki/رچرڈ_وون_وائسزاکر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,61
اکشے کمار دت,https://ur.wikipedia.org/wiki/اکشے_کمار_دت,Yes,No,No,No,No,No,No,No,4
اسد الدین اویسی,https://ur.wikipedia.org/wiki/اسد_الدین_اویسی,Yes,No,No,No,No,No,No,Yes,9
سیف الدین برقوق,https://ur.wikipedia.org/wiki/سیف_الدین_برقوق,Yes,Yes,Yes,Yes,No,No,Yes,No,19
پرنس روجرز نیلسن,https://ur.wikipedia.org/wiki/پرنس_روجرز_نیلسن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,82
علی بن برہان الدین حلبی,https://ur.wikipedia.org/wiki/علی_بن_برہان_الدین_حلبی,No,No,No,No,No,No,No,No,1
فیلیپ دوم شاہ ہسپانیہ,https://ur.wikipedia.org/wiki/فیلیپ_دوم_شاہ_ہسپانیہ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,82
لیونہارڈ اویلر,https://ur.wikipedia.org/wiki/لیونہارڈ_اویلر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,141
فریڈرک رینز,https://ur.wikipedia.org/wiki/فریڈرک_رینز,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,46
جیمز کے پوک,https://ur.wikipedia.org/wiki/جیمز_کے_پوک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,112
عبدالخالق (کھلاڑی),https://ur.wikipedia.org/wiki/عبدالخالق_(کھلاڑی),Yes,Yes,No,No,No,No,No,No,3
ابو سلیمان سجستانی,https://ur.wikipedia.org/wiki/ابو_سلیمان_سجستانی,Yes,No,Yes,No,No,No,Yes,No,8
اسلام فیروز,https://ur.wikipedia.org/wiki/اسلام_فیروز,Yes,No,No,Yes,No,Yes,No,No,11
محمد ابن حنفیہ,https://ur.wikipedia.org/wiki/محمد_ابن_حنفیہ,Yes,Yes,Yes,Yes,No,No,No,No,16
یان وین آئیک,https://ur.wikipedia.org/wiki/یان_وین_آئیک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,73
برہان مظفر وانی,https://ur.wikipedia.org/wiki/برہان_مظفر_وانی,Yes,No,No,No,No,No,No,Yes,6
سعد بن عبد الرحمن آل سعود,https://ur.wikipedia.org/wiki/سعد_بن_عبد_الرحمن_آل_سعود,Yes,No,No,Yes,No,No,No,No,3
ابو جعفر طحاوی,https://ur.wikipedia.org/wiki/ابو_جعفر_طحاوی,Yes,Yes,Yes,No,No,No,No,No,11
ابو اسحاق شامی,https://ur.wikipedia.org/wiki/ابو_اسحاق_شامی,Yes,No,No,No,No,No,No,No,2
کلیم عاجز,https://ur.wikipedia.org/wiki/کلیم_عاجز,Yes,No,No,No,No,No,No,No,1
جیسیکا ڈوبروف,https://ur.wikipedia.org/wiki/جیسیکا_ڈوبروف,Yes,No,No,No,No,No,No,No,2
البرٹ کلاوڈی,https://ur.wikipedia.org/wiki/البرٹ_کلاوڈی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,45
ممولہ بیگم,https://ur.wikipedia.org/wiki/ممولہ_بیگم,Yes,No,No,No,No,No,No,No,1
جین آسٹن,https://ur.wikipedia.org/wiki/جین_آسٹن,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,107
دیودونے بوگمس,https://ur.wikipedia.org/wiki/دیودونے_بوگمس,Yes,Yes,Yes,No,No,No,No,No,7
آسکر وائلڈ,https://ur.wikipedia.org/wiki/آسکر_وائلڈ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,112
ایم ایچ عاطف,https://ur.wikipedia.org/wiki/ایم_ایچ_عاطف,Yes,Yes,No,Yes,No,No,No,No,9
ایوب خان,https://ur.wikipedia.org/wiki/ایوب_خان,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,50
نظام الدین احمد,https://ur.wikipedia.org/wiki/نظام_الدین_احمد,Yes,No,No,No,No,No,No,No,2
آگستس,https://ur.wikipedia.org/wiki/آگستس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,181
شاه جمال,https://ur.wikipedia.org/wiki/شاه_جمال,Yes,No,No,No,No,No,No,No,1
پیگی لی,https://ur.wikipedia.org/wiki/پیگی_لی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,42
کعب بن زہیر,https://ur.wikipedia.org/wiki/کعب_بن_زہیر,Yes,Yes,Yes,Yes,Yes,Yes,No,No,14
سیلواڈور لوریا,https://ur.wikipedia.org/wiki/سیلواڈور_لوریا,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,41
رومن ہرزوگ,https://ur.wikipedia.org/wiki/رومن_ہرزوگ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,60
گریگری پیک,https://ur.wikipedia.org/wiki/گریگری_پیک,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,78
چکوری,https://ur.wikipedia.org/wiki/چکوری,No,No,No,No,No,No,No,No,0
انجم رومانی,https://ur.wikipedia.org/wiki/انجم_رومانی,No,No,No,No,No,No,No,No,0
عمران فاروق,https://ur.wikipedia.org/wiki/عمران_فاروق,Yes,Yes,Yes,No,No,No,Yes,No,8
اسد قیصر,https://ur.wikipedia.org/wiki/اسد_قیصر,Yes,Yes,Yes,No,No,No,No,No,6
شمیم آرا,https://ur.wikipedia.org/wiki/شمیم_آرا,Yes,No,No,No,No,No,No,No,3
معصومہ بیگم,https://ur.wikipedia.org/wiki/معصومہ_بیگم,No,No,No,No,No,No,No,Yes,1
آکی ہیتو,https://ur.wikipedia.org/wiki/آکی_ہیتو,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,95
ارتورو کاسترو,https://ur.wikipedia.org/wiki/ارتورو_کاسترو,Yes,No,No,No,Yes,No,No,No,4
باری علیگ,https://ur.wikipedia.org/wiki/باری_علیگ,No,No,No,No,No,No,No,No,0
یلیسن ہیس,https://ur.wikipedia.org/wiki/یلیسن_ہیس,Yes,Yes,Yes,No,Yes,No,No,No,10
بہزاد لکھنوی,https://ur.wikipedia.org/wiki/بہزاد_لکھنوی,No,No,No,No,No,No,No,No,0
تویوتومی ہیدیئوشی,https://ur.wikipedia.org/wiki/تویوتومی_ہیدیئوشی,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,57
عظیم الشان,https://ur.wikipedia.org/wiki/عظیم_الشان,Yes,No,No,No,No,Yes,No,No,5
والٹیئر,https://ur.wikipedia.org/wiki/والٹیئر,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,143
اظہار قاضی,https://ur.wikipedia.org/wiki/اظہار_قاضی,Yes,No,No,No,No,No,No,No,3
شریف کنجاہی,https://ur.wikipedia.org/wiki/شریف_کنجاہی,Yes,No,No,No,No,No,No,No,3
احمد فراز,https://ur.wikipedia.org/wiki/احمد_فراز,Yes,No,No,No,No,No,Yes,Yes,9
صائب تبریزی,https://ur.wikipedia.org/wiki/صائب_تبریزی,Yes,No,Yes,Yes,No,No,No,No,12
ڈگلس فیئربینکس,https://ur.wikipedia.org/wiki/ڈگلس_فیئربینکس,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,45
عبد اللہ بیگ,https://ur.wikipedia.org/wiki/عبد_اللہ_بیگ,No,No,No,No,No,No,No,No,0
رفیق حریری,https://ur.wikipedia.org/wiki/رفیق_حریری,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,44
اختر چنال زہری,https://ur.wikipedia.org/wiki/اختر_چنال_زہری,Yes,No,No,No,No,No,No,No,1
محمد میاں منصور انصاری,https://ur.wikipedia.org/wiki/محمد_میاں_منصور_انصاری,Yes,No,No,Yes,No,No,No,Yes,7
آنندی بائی,https://ur.wikipedia.org/wiki/آنندی_بائی,Yes,No,No,No,No,No,No,No,1
فریحہ رزاق ہارون,https://ur.wikipedia.org/wiki/فریحہ_رزاق_ہارون,Yes,No,No,No,No,No,No,No,1
شیخ حر عاملی,https://ur.wikipedia.org/wiki/شیخ_حر_عاملی,Yes,No,No,Yes,No,No,No,No,7
رچرڈ کرامویل,https://ur.wikipedia.org/wiki/رچرڈ_کرامویل,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48
قمر جمیل,https://ur.wikipedia.org/wiki/قمر_جمیل,No,No,No,No,No,No,No,No,0
